year,field,germans_male,germans_female,germans_total,foreigners_male,foreigners_female,foreigners_total,total_male,total_female,general_total
2017,"Interdisc. St. (spec. in Law, Econ. and Soc. Sci.)",5947,7375,13322,859,1378,2237,6806,8753,15559
2017,Interdisc. Studies (spec. in Humanities),5204,13390,18594,1061,2566,3627,6265,15956,22221
2017,"Interdisc. Studies (special. in Art, Art Theory)",244,495,739,66,115,181,310,610,920
2017,International Business Studies/Management,15881,19663,35544,5366,6119,11485,21247,25782,47029
2017,Iranian Studies,83,102,185,27,43,70,110,145,255
2017,Islamic Studies/Islamic theology,137,275,412,60,122,182,197,397,594
2017,Islamic Studies,628,1212,1840,186,274,460,814,1486,2300
2017,Italian,229,715,944,98,340,438,327,1055,1382
2017,Japanese Studies,1489,1821,3310,159,312,471,1648,2133,3781
2017,Jazz and Popular Music,851,271,1122,157,77,234,1008,348,1356
2017,Judaic Studies/Hebrew,252,373,625,36,62,98,288,435,723
2017,Law Enforcement,85,82,167,,,,85,82,167
2017,Cartography,162,74,236,64,73,137,226,147,373
2017,"Catholic Religious Pedagogy, Church Educat. Work",117,242,359,2,12,14,119,254,373
2017,"Catholic Theology, Catholic Religious Education",3239,4033,7272,499,176,675,3738,4209,7947
2017,Caucasian Studies,1,,1,1,2,3,2,2,4
2017,Nucl.Techn./Nucl.Process Techn.(cl.w.SF211 s.2020),3,,3,1,,1,4,,4
2017,Church Music,265,135,400,40,60,100,305,195,500
2017,Classical Philology,237,236,473,44,59,103,281,295,576
2017,"Communication Technology, Information Engineering",4735,723,5458,2092,552,2644,6827,1275,8102
2017,Communication Science/Journalism,5404,11703,17107,381,1247,1628,5785,12950,18735
2017,Composition,142,33,175,133,99,232,275,132,407
2017,Arts Education,963,4161,5124,110,336,446,1073,4497,5570
2017,"Art History, Art Theory",2183,8403,10586,222,1176,1398,2405,9579,11984
2017,Plastics Technology,1130,222,1352,201,50,251,1331,272,1603
2017,Land Management Engineering/Landscape Design,2150,2563,4713,110,246,356,2260,2809,5069
2017,Landscape Ecology/Biogeography (ex. SF385 s. 2012),486,747,1233,19,35,54,505,782,1287
2017,Latin,1225,1580,2805,35,53,88,1260,1633,2893
2017,Latin America Studies,149,330,479,44,78,122,193,408,601
2017,Food Chemistry,722,1696,2418,46,134,180,768,1830,2598
2017,Food Technology,1753,2351,4104,153,226,379,1906,2577,4483
2017,Area of study: Humanities,807,4784,5591,33,195,228,840,4979,5819
2017,Area of study: Social Studies,222,227,449,4,11,15,226,238,464
2017,Area of study: Natural Sciences/General Studies,570,2714,3284,10,66,76,580,2780,3360
2017,Area of study: Technology,770,425,1195,23,23,46,793,448,1241
2017,Aeronautical and Aerospace Engineering,5582,744,6326,895,191,1086,6477,935,7412
2017,Painting,162,204,366,98,142,240,260,346,606
2017,Mine Surveying,16,8,24,3,2,5,19,10,29
2017,Mechanical Engineering,82595,10319,92914,17462,3115,20577,100057,13434,113491
2017,Materials Engineering,852,289,1141,311,163,474,1163,452,1615
2017,Math.Statistics/Prob.Calc. (class.w. SF312 s.2020),1167,942,2109,160,196,356,1327,1138,2465
2017,Mathematics,28542,26324,54866,3062,2550,5612,31604,28874,60478
2017,Mechatronics,12844,1187,14031,3822,515,4337,16666,1702,18368
2017,Media Informatics,11536,5250,16786,1093,765,1858,12629,6015,18644
2017,Media Technology,4125,2716,6841,247,229,476,4372,2945,7317
2017,Media Economics/Media Management,3285,5645,8930,251,529,780,3536,6174,9710
2017,Media Science,3814,7872,11686,359,925,1284,4173,8797,12970
2017,Medicine (General Medicine),30907,51092,81999,5274,6673,11947,36181,57765,93946
2017,Medical Informatics,1297,971,2268,310,342,652,1607,1313,2920
2017,Metals Technology,679,119,798,13,8,21,692,127,819
2017,Meteorology,752,608,1360,72,88,160,824,696,1520
2017,Microelectronics,159,8,167,159,45,204,318,53,371
2017,Microsystems Technology,1202,202,1404,981,234,1215,2183,436,2619
2017,Dairy Farming,45,40,85,7,12,19,52,52,104
2017,Mineralogy,36,11,47,43,17,60,79,28,107
2017,Medieval and Modern History,512,414,926,51,41,92,563,455,1018
2017,Music Education,3124,3849,6973,242,478,720,3366,4327,7693
2017,Musicology/History of Music,2339,2375,4714,295,532,827,2634,2907,5541
2017,Nature Conservation,230,468,698,94,154,248,324,622,946
2017,Nautical Science/Maritime Studies,665,177,842,116,23,139,781,200,981
2017,New Media,905,843,1748,201,215,416,1106,1058,2164
2017,Modern Greek,22,25,47,15,61,76,37,86,123
2017,Non-medical Healthcare Professions/Therapies,2200,8169,10369,242,553,795,2442,8722,11164
2017,Low German,2,6,8,,,,2,6,8
2017,Dutch,107,252,359,13,37,50,120,289,409
2017,"Nordic/Scand. St. (Nord. Phil., ind. lang. n.e.c.)",373,1005,1378,28,96,124,401,1101,1502
2017,Optoelectronics,445,136,581,94,34,128,539,170,709
2017,Orchestral Music,475,450,925,475,573,1048,950,1023,1973
2017,"Oriental Studies, Ancient Oriental Studies",577,905,1482,132,183,315,709,1088,1797
2017,Eastern and South Eastern Europe Studies,201,328,529,69,134,203,270,462,732
2017,Oceanography,12,7,19,8,6,14,20,13,33
2017,Early Childhood Education,309,2607,2916,10,149,159,319,2756,3075
2017,Plant Production,428,356,784,38,31,69,466,387,853
2017,Nursing Science/Nursing Management,2857,8910,11767,108,436,544,2965,9346,12311
2017,Pharmacy,4214,9450,13664,771,1459,2230,4985,10909,15894
2017,Philosophy,9307,6939,16246,1306,1229,2535,10613,8168,18781
2017,Physics,31934,12545,44479,4442,2068,6510,36376,14613,50989
2017,Engineering Physics/Mechanical Process Engineering,2538,581,3119,787,198,985,3325,779,4104
2017,Political Science,15880,11584,27464,2095,2711,4806,17975,14295,32270
2017,Police/Protection of the Constitution,13054,6350,19404,101,37,138,13155,6387,19542
2017,Polish,28,65,93,8,28,36,36,93,129
2017,Portuguese,32,75,107,8,18,26,40,93,133
2017,Psychology,19156,55929,75085,1263,4288,5551,20419,60217,80636
2017,Spatial Planning,2281,2434,4715,435,584,1019,2716,3018,5734
2017,Administration of Justice,582,1651,2233,,1,1,582,1652,2234
2017,Law,47628,58089,105717,3756,6744,10500,51384,64833,116217
2017,Renewable Energy,938,194,1132,245,95,340,1183,289,1472
2017,Religious Studies,688,1156,1844,113,168,281,801,1324,2125
2017,Restoration Studies,158,689,847,15,58,73,173,747,920
2017,Rhythmics,2,23,25,2,3,5,4,26,30
2017,"Romance Studies (Rom. Phil., indiv. lang. n.e.c.)",608,2341,2949,269,916,1185,877,3257,4134
2017,Russian,255,564,819,50,266,316,305,830,1135
2017,General Studies (including School Garden),79,372,451,1,16,17,80,388,468
2017,Drama Studies,245,254,499,50,27,77,295,281,576
2017,Naval Architecture/Ship Technology,741,141,882,204,43,247,945,184,1129
2017,School Pedagogy,263,512,775,36,56,92,299,568,867
2017,Sinology/Korean Studies,967,1676,2643,179,552,731,1146,2228,3374
2017,Slavic Studies (Slavic Philology),452,911,1363,108,582,690,560,1493,2053
2017,Special Needs Education,2328,12031,14359,39,266,305,2367,12297,14664
2017,Other subjects,1024,1270,2294,881,937,1818,1905,2207,4112
2017,Other regional studies,154,252,406,45,95,140,199,347,546
2017,Sorabistics,9,26,35,,3,3,9,29,38
2017,Social Work,12024,38084,50108,705,2445,3150,12729,40529,53258
2017,Social Studies,1521,1481,3002,84,100,184,1605,1581,3186
2017,Social Pedagogy,1471,6363,7834,42,241,283,1513,6604,8117
2017,Social Security Administration,526,1172,1698,62,52,114,588,1224,1812
2017,Applied Social Science,5425,18284,23709,275,961,1236,5700,19245,24945
2017,Social Sciences,8506,11784,20290,842,1522,2364,9348,13306,22654
2017,Sociology,6491,10933,17424,631,1357,1988,7122,12290,19412
2017,Spanish,1289,3821,5110,230,715,945,1519,4536,6055
2017,Sports Management/Sports Economics,3630,1356,4986,237,80,317,3867,1436,5303
2017,Sports Education/Sports Psychology,5473,3753,9226,196,117,313,5669,3870,9539
2017,Sports Science,11049,6642,17691,636,333,969,11685,6975,18660
2017,Steel Construction,56,6,62,4,,4,60,6,66
2017,"South Slavic (Bulgar., Serbo-Croat., Slovene etc.)",4,11,15,1,5,6,5,16,21
2017,Dance Education,30,134,164,75,153,228,105,287,392
2017,Technical Cybernetics,408,102,510,52,15,67,460,117,577
2017,Technomathematics,1550,529,2079,131,72,203,1681,601,2282
2017,Textile Design,381,2614,2995,62,396,458,443,3010,3453
2017,Textile and Clothing Technology/Industry,394,2388,2782,192,337,529,586,2725,3311
2017,Theatre Studies,800,2121,2921,79,298,377,879,2419,3298
2017,Veterinary Medicine,1077,6217,7294,176,476,652,1253,6693,7946
2017,Animal Production,89,254,343,20,20,40,109,274,383
2017,Sound Engineering,492,69,561,44,13,57,536,82,618
2017,Tourism Management,1707,6921,8628,375,990,1365,2082,7911,9993
2017,Transport and Conveying Technology,415,42,457,35,8,43,450,50,500
2017,Czech,11,16,27,2,17,19,13,33,46
2017,Turkish Studies,83,255,338,59,99,158,142,354,496
2017,Environmental Protection,879,1012,1891,439,313,752,1318,1325,2643
2017,Environmental Technology (including Recycling),5207,2725,7932,809,657,1466,6016,3382,9398
2017,Prehistory and Early History,473,522,995,42,56,98,515,578,1093
2017,Process Engineering,6149,3398,9547,1020,837,1857,7169,4235,11404
2017,Transport Engineering,3643,1141,4784,516,232,748,4159,1373,5532
2017,Transport Economics,1233,565,1798,209,143,352,1442,708,2150
2017,Surveying (Geodesy),3526,1425,4951,717,418,1135,4243,1843,6086
2017,Supply Technology,2883,444,3327,230,87,317,3113,531,3644
2017,Administrative Science/Public Administration,5873,8005,13878,192,267,459,6065,8272,14337
2017,Folklore,325,866,1191,23,89,112,348,955,1303
2017,Economics,13470,5964,19434,2328,2525,4853,15798,8489,24287
2017,Hydraulic Engineering,733,409,1142,144,124,268,877,533,1410
2017,Water Management,743,425,1168,263,188,451,1006,613,1619
2017,Viticulture and Oenology,721,393,1114,117,93,210,838,486,1324
2017,Handicrafts (technical)/Technology,139,253,392,3,22,25,142,275,417
2017,Handicrafts Education,22,77,99,,,,22,77,99
2017,Materials Technology,3909,1184,5093,991,499,1490,4900,1683,6583
2017,Western Slavic (general and n.e.c.),19,30,49,2,15,17,21,45,66
2017,Economic/Social Geography,283,307,590,10,19,29,293,326,619
2017,Economic/Social History,112,110,222,8,28,36,120,138,258
2017,Business Informatics,42248,9586,51834,4782,2877,7659,47030,12463,59493
2017,Business Engineering spec. in Engineering Sciences,47325,12212,59537,6319,3305,9624,53644,15517,69161
2017,Business Engineering specialising in Economics,24468,8052,32520,2938,1554,4492,27406,9606,37012
2017,Business Mathematics,4502,2986,7488,618,760,1378,5120,3746,8866
2017,Business and Economics Education,2554,4326,6880,101,275,376,2655,4601,7256
2017,Business Law,8957,11066,20023,644,1183,1827,9601,12249,21850
2017,Business and Economics,45652,34063,79715,4974,6352,11326,50626,40415,91041
2017,History of Science/History of Technology,20,9,29,3,2,5,23,11,34
2017,Dentistry,4365,8598,12963,1018,1170,2188,5383,9768,15151
2017,Customs and Tax Administration,2354,3081,5435,1,10,11,2355,3091,5446
2018,Waste Management,80,34,114,5,,5,85,34,119
2018,African Studies,395,711,1106,120,168,288,515,879,1394
2018,Agricultural Biology,256,259,515,184,137,321,440,396,836
2018,Agricultural Economics,870,609,1479,298,234,532,1168,843,2011
2018,Agricultural Science/Agriculture,7645,7143,14788,1139,1073,2212,8784,8216,17000
2018,Egyptology,252,357,609,61,71,132,313,428,741
2018,General Linguistics/Indo-European Studies,1348,3967,5315,303,1015,1318,1651,4982,6633
2018,General Literary Studies,786,2861,3647,133,449,582,919,3310,4229
2018,Ancient History,162,122,284,14,21,35,176,143,319
2018,American Studies,785,1651,2436,356,627,983,1141,2278,3419
2018,Applied Art,1269,2237,3506,203,332,535,1472,2569,4041
2018,Applied Linguistics,985,3943,4928,218,821,1039,1203,4764,5967
2018,Applied Systems Science,1727,441,2168,505,189,694,2232,630,2862
2018,English Studies,12157,29431,41588,1380,4052,5432,13537,33483,47020
2018,Anthropology (Human Biology),167,434,601,109,169,278,276,603,879
2018,Arabic/Arabic Studies,177,347,524,78,69,147,255,416,671
2018,Work Studies/Business Studies,715,1106,1821,25,75,100,740,1181,1921
2018,Occupational Guidance and Career Counselling,131,362,493,,3,3,131,365,496
2018,Labour Administration,278,744,1022,4,5,9,282,749,1031
2018,Archaeology,2500,2787,5287,191,283,474,2691,3070,5761
2018,Archaeometry (Archaeological Engineering),22,10,32,1,4,5,23,14,37
2018,Architecture,13901,16714,30615,3118,4495,7613,17019,21209,38228
2018,Archive and Documentation Science,133,194,327,11,40,51,144,234,378
2018,Archive Studies,118,128,246,1,5,6,119,133,252
2018,Asian Languages and Cultures/Asian Studies,526,1145,1671,260,508,768,786,1653,2439
2018,Astrophysics and Astronomy,204,65,269,157,114,271,361,179,540
2018,Ophthalmic Optics,220,475,695,27,31,58,247,506,753
2018,Immigrant Education,19,117,136,22,53,75,41,170,211
2018,Non-Europ. Lang. and Cult. in Oceania and America,82,167,249,27,81,108,109,248,357
2018,Foreign Affairs Administration,84,147,231,3,3,6,87,150,237
2018,Baltic Studies,5,2,7,,2,2,5,4,9
2018,Banking,473,270,743,7,4,11,480,274,754
2018,Civil Engineering/Structural Engineering,32286,13708,45994,7496,3050,10546,39782,16758,56540
2018,Mining/Mine Engineering,988,225,1213,534,152,686,1522,377,1899
2018,Occupation-specific Foreign Language Training,450,1147,1597,83,254,337,533,1401,1934
2018,"Vocational, Business and Economics Education",695,830,1525,37,52,89,732,882,1614
2018,Business Administration,110168,98112,208280,12008,14998,27006,122176,113110,235286
2018,Librarianship,17,47,64,,,,17,47,64
2018,Fine Arts/Graphics,1276,1609,2885,458,765,1223,1734,2374,4108
2018,Sculpting/Statuary Art,111,132,243,72,117,189,183,249,432
2018,Biochemistry,3094,4171,7265,560,870,1430,3654,5041,8695
2018,Bioinformatics,1347,835,2182,274,279,553,1621,1114,2735
2018,Biology,16655,29611,46266,2628,4414,7042,19283,34025,53308
2018,Biomedicine,560,1259,1819,293,382,675,853,1641,2494
2018,Biotechnology,4841,6048,10889,756,957,1713,5597,7005,12602
2018,Brewing Science/Beverage Technology,521,127,648,60,17,77,581,144,725
2018,Armed Forces Administration,246,275,521,3,1,4,249,276,525
2018,Byzantine Studies,7,18,25,18,9,27,25,27,52
2018,Caritas Science,52,76,128,13,14,27,65,90,155
2018,Chemistry,23838,15380,39218,3231,3338,6569,27069,18718,45787
2018,Chemical Engineering/Chemical Process Technology,5181,2558,7739,1068,802,1870,6249,3360,9609
2018,Computer Linguistics,713,575,1288,217,320,537,930,895,1825
2018,Computer and Communication Technology,2676,1664,4340,1010,454,1464,3686,2118,5804
2018,Danish,15,43,58,,1,1,15,44,59
2018,Performing Arts/Stagecraft/Directing,344,824,1168,144,306,450,488,1130,1618
2018,German as a Foreign or Second Language,561,2599,3160,479,1649,2128,1040,4248,5288
2018,Pastoral Care Studies,76,151,227,4,10,14,80,161,241
2018,Conducting,110,54,164,107,69,176,217,123,340
2018,Printing and Reproduction Technology,681,737,1418,99,93,192,780,830,1610
2018,Gemstone and Jewellery Design,8,51,59,8,39,47,16,90,106
2018,Electrical Power Engineering,1140,162,1302,464,115,579,1604,277,1881
2018,Electrical Engineering/Electronics,42779,5331,48110,16301,4060,20361,59080,9391,68471
2018,Energy Process Engineering,5032,1234,6266,1145,397,1542,6177,1631,7808
2018,Nutritional Science,550,2944,3494,82,313,395,632,3257,3889
2018,Adult Education and Extracurricular Youth Educat.,617,2082,2699,26,134,160,643,2216,2859
2018,Educational Science (Pedagogy),12582,43818,56400,794,3589,4383,13376,47407,60783
2018,Ethics,340,734,1074,22,70,92,362,804,1166
2018,Ethnology,1150,2932,4082,216,405,621,1366,3337,4703
2018,European Ethnology and Cultural Studies,865,2423,3288,219,491,710,1084,2914,3998
2018,European Economic Studies,1013,1422,2435,126,200,326,1139,1622,2761
2018,"Protestant Religious Pedagogy, Church Educat. Work",206,530,736,3,4,7,209,534,743
2018,"Protestant Theology, Protes. Religious Education",4629,6829,11458,368,294,662,4997,7123,12120
2018,Facility Management,1885,1360,3245,63,90,153,1948,1450,3398
2018,Automotive Technology,10222,717,10939,2461,304,2765,12683,1021,13704
2018,Precision Engineering,461,54,515,83,9,92,544,63,607
2018,Manufacturing Technology/Production Engineering,4889,825,5714,1400,303,1703,6289,1128,7417
2018,Film and Television Studies,1411,1082,2493,186,220,406,1597,1302,2899
2018,Financial Administration,792,1134,1926,5,6,11,797,1140,1937
2018,Finno-Ugrian Studies,42,107,149,6,12,18,48,119,167
2018,"Forest Science, Forestry",3785,2010,5795,518,397,915,4303,2407,6710
2018,French,1005,4526,5531,199,587,786,1204,5113,6317
2018,Horticulture,1230,887,2117,86,102,188,1316,989,2305
2018,Geography,10226,9805,20031,609,627,1236,10835,10432,21267
2018,Geology/Palaeontology,247,178,425,137,88,225,384,266,650
2018,Geoecology,545,723,1268,58,58,116,603,781,1384
2018,Geophysics,1001,874,1875,106,79,185,1107,953,2060
2018,Geosciences general,5780,3979,9759,943,665,1608,6723,4644,11367
2018,German Studies/German,14593,50459,65052,1559,5990,7549,16152,56449,72601
2018,Singing,283,461,744,309,389,698,592,850,1442
2018,History,18343,13904,32247,1326,1529,2855,19669,15433,35102
2018,Health Education,792,3417,4209,22,102,124,814,3519,4333
2018,Health Technology,5167,4777,9944,1787,1287,3074,6954,6064,13018
2018,Health Science/Health Management,11824,27271,39095,939,2066,3005,12763,29337,42100
2018,Glass Technology/Ceramics,137,46,183,13,9,22,150,55,205
2018,Graphic Design/Communication Design,6425,10791,17216,1018,2009,3027,7443,12800,20243
2018,Greek,203,187,390,52,57,109,255,244,499
2018,Primary School Education/Primary Level Education,1149,6616,7765,33,153,186,1182,6769,7951
2018,Domestic and Nutritional Sciences,1396,6267,7663,133,383,516,1529,6650,8179
2018,Domestic Science,47,150,197,1,2,3,48,152,200
2018,Wood and Fibre Technology,771,129,900,42,18,60,813,147,960
2018,Timber Construction,643,132,775,31,10,41,674,142,816
2018,Wood Science,285,85,370,19,15,34,304,100,404
2018,Metallurgy and Foundry,511,173,684,297,127,424,808,300,1108
2018,Indology,64,102,166,19,23,42,83,125,208
2018,Industrial Design/Product Design,1770,1638,3408,312,406,718,2082,2044,4126
2018,Computer Science,81809,16716,98525,16792,5883,22675,98601,22599,121200
2018,Inf./Library Scien. (not at univ. of app.adm.sci.),657,2169,2826,45,166,211,702,2335,3037
